datetime,open,high,low,close,volume,date
2009-09-28 10:06:52,1720.25,1722.5,1720.0,1722.25,1695,2009-09-28
2009-09-28 10:08:00,1722.25,1723.5,1722.0,1723.0,1006,2009-09-28
2009-09-28 10:09:03,1723.0,1723.75,1721.75,1723.75,1997,2009-09-28
2009-09-28 10:09:57,1723.75,1724.25,1722.5,1723.0,1549,2009-09-28
2009-09-28 10:11:43,1723.0,1723.25,1721.0,1721.0,1164,2009-09-28
2009-09-28 10:13:38,1721.0,1721.5,1720.75,1721.5,1316,2009-09-28
2009-09-28 10:16:15,1721.5,1721.75,1721.0,1721.25,1680,2009-09-28
2009-09-28 10:18:01,1721.25,1722.5,1721.0,1721.0,1354,2009-09-28
2009-09-28 10:19:47,1721.0,1722.0,1721.0,1721.5,1579,2009-09-28
2009-09-28 10:21:36,1721.5,1722.0,1720.5,1721.0,1544,2009-09-28
2009-09-28 10:23:04,1721.0,1723.0,1720.75,1723.0,1586,2009-09-28
2009-09-28 10:24:36,1723.0,1723.75,1721.75,1722.0,1259,2009-09-28
2009-09-28 10:27:48,1722.0,1723.25,1721.25,1721.75,1111,2009-09-28
2009-09-28 10:29:51,1721.75,1723.75,1721.75,1723.5,1373,2009-09-28
2009-09-28 10:30:46,1723.5,1725.0,1723.5,1725.0,2038,2009-09-28
2009-09-28 10:31:43,1725.0,1726.5,1724.75,1726.5,1994,2009-09-28
2009-09-28 10:32:22,1726.5,1727.0,1725.75,1726.0,1701,2009-09-28
2009-09-28 10:33:16,1726.25,1727.5,1726.0,1726.25,1833,2009-09-28
2009-09-28 10:34:37,1726.25,1726.5,1725.5,1726.0,1089,2009-09-28
2009-09-28 10:36:47,1726.0,1726.75,1725.5,1726.5,1792,2009-09-28
2009-09-28 10:39:12,1726.5,1726.75,1724.5,1724.5,1287,2009-09-28
2009-09-28 10:41:40,1724.5,1724.75,1723.5,1724.25,1220,2009-09-28
2009-09-28 10:43:29,1724.25,1725.75,1724.0,1725.0,2154,2009-09-28
2009-09-28 10:47:17,1725.0,1725.5,1724.0,1724.75,1644,2009-09-28
2009-09-28 10:50:00,1724.75,1725.75,1724.5,1725.0,1392,2009-09-28
2009-09-28 10:53:06,1725.0,1725.5,1724.25,1725.5,935,2009-09-28
2009-09-28 10:56:16,1725.5,1726.0,1723.25,1724.25,1146,2009-09-28
2009-09-28 10:59:40,1724.25,1725.5,1723.5,1725.25,1425,2009-09-28
2009-09-28 11:01:12,1725.25,1726.5,1725.25,1726.25,1110,2009-09-28
2009-09-28 11:05:02,1726.0,1726.25,1725.0,1725.5,1117,2009-09-28
2009-09-28 11:07:39,1725.5,1727.25,1725.0,1727.25,1497,2009-09-28
2009-09-28 11:10:12,1727.25,1727.5,1726.5,1727.0,1331,2009-09-28
2009-09-28 11:13:18,1726.75,1726.75,1725.75,1726.0,1098,2009-09-28
2009-09-28 11:17:03,1726.25,1726.25,1724.5,1725.0,1130,2009-09-28
2009-09-28 11:22:32,1725.25,1726.25,1724.75,1726.25,1059,2009-09-28
2009-09-28 11:24:14,1726.25,1727.5,1726.25,1727.5,1803,2009-09-28
2009-09-28 11:25:32,1727.25,1728.25,1726.25,1726.25,1666,2009-09-28
2009-09-28 11:27:58,1726.25,1728.0,1725.75,1727.5,1526,2009-09-28
2009-09-28 11:30:50,1727.75,1728.25,1726.0,1728.25,1475,2009-09-28
2009-09-28 11:31:33,1728.25,1729.25,1728.25,1729.0,1876,2009-09-28
2009-09-28 11:33:48,1729.0,1729.5,1728.0,1729.0,1400,2009-09-28
2009-09-28 11:35:23,1729.25,1729.75,1728.25,1729.5,1606,2009-09-28
2009-09-28 11:39:05,1729.5,1729.5,1728.25,1728.75,1479,2009-09-28
2009-09-28 11:41:41,1729.0,1730.0,1728.25,1729.5,1456,2009-09-28
2009-09-28 11:44:21,1729.75,1729.75,1728.5,1728.75,1537,2009-09-28
2009-09-28 11:49:02,1728.75,1729.5,1728.25,1729.5,1009,2009-09-28
2009-09-28 11:52:27,1729.25,1730.5,1729.25,1729.5,1375,2009-09-28
2009-09-28 11:55:22,1729.5,1731.0,1729.25,1730.75,1466,2009-09-28
2009-09-28 11:58:56,1730.5,1730.75,1729.5,1729.75,1091,2009-09-28
2009-09-28 12:01:45,1729.75,1730.25,1728.75,1730.0,1029,2009-09-28
2009-09-28 12:04:15,1730.0,1731.25,1729.5,1731.25,1160,2009-09-28
2009-09-28 12:06:01,1731.0,1731.75,1730.25,1731.75,1749,2009-09-28
2009-09-28 12:09:00,1731.75,1732.0,1731.25,1731.75,1046,2009-09-28
2009-09-28 12:10:51,1732.0,1732.5,1730.5,1730.5,1426,2009-09-28
2009-09-28 12:14:22,1730.5,1730.5,1729.0,1729.5,850,2009-09-28
2009-09-28 12:21:18,1729.5,1729.75,1728.75,1728.75,955,2009-09-28
2009-09-28 12:25:40,1729.0,1729.5,1728.5,1729.5,1275,2009-09-28
2009-09-28 12:29:42,1729.5,1730.5,1729.5,1729.75,922,2009-09-28
2009-09-28 12:34:18,1729.75,1730.25,1729.0,1729.0,1136,2009-09-28
2009-09-28 12:40:15,1729.0,1730.0,1729.0,1729.5,1219,2009-09-28
2009-09-28 12:43:52,1729.5,1731.25,1729.25,1731.25,1288,2009-09-28
2009-09-28 12:49:20,1731.0,1731.0,1729.75,1730.25,1317,2009-09-28
2009-09-28 12:55:05,1730.25,1730.75,1729.0,1729.5,1036,2009-09-28
2009-09-28 12:58:10,1729.5,1729.5,1727.75,1727.75,995,2009-09-28
2009-09-28 13:00:54,1728.0,1729.25,1727.5,1728.5,923,2009-09-28
2009-09-28 13:05:06,1728.5,1729.25,1728.5,1729.0,996,2009-09-28
2009-09-28 13:09:06,1728.75,1729.0,1727.5,1727.75,840,2009-09-28
2009-09-28 13:13:25,1727.75,1729.0,1727.5,1728.5,1184,2009-09-28
2009-09-28 13:17:32,1728.5,1729.0,1728.0,1728.25,851,2009-09-28
2009-09-28 13:21:54,1728.25,1729.75,1728.25,1728.75,1137,2009-09-28
2009-09-28 13:28:29,1728.75,1729.75,1727.75,1729.75,925,2009-09-28
2009-09-28 13:31:56,1729.5,1731.0,1729.5,1730.75,1227,2009-09-28
2009-09-28 13:37:44,1730.75,1731.25,1729.75,1730.0,823,2009-09-28
2009-09-28 13:41:31,1730.0,1731.25,1729.5,1730.5,1092,2009-09-28
2009-09-28 13:45:08,1730.25,1731.75,1730.25,1730.25,695,2009-09-28
2009-09-28 13:49:04,1730.25,1731.25,1729.5,1729.75,1042,2009-09-28
2009-09-28 13:53:40,1729.75,1730.0,1728.0,1728.25,870,2009-09-28
2009-09-28 13:54:42,1728.25,1728.25,1726.25,1726.75,983,2009-09-28
2009-09-28 13:57:51,1726.75,1727.0,1726.0,1727.0,946,2009-09-28
2009-09-28 14:00:16,1727.0,1727.0,1725.25,1725.75,946,2009-09-28
2009-09-28 14:03:41,1725.75,1727.0,1725.75,1726.25,1027,2009-09-28
2009-09-28 14:07:41,1726.25,1726.5,1724.75,1724.75,1034,2009-09-28
2009-09-28 14:09:14,1724.75,1725.5,1724.25,1724.25,832,2009-09-28
2009-09-28 14:10:16,1724.25,1724.5,1723.5,1723.5,1126,2009-09-28
2009-09-28 14:11:58,1723.5,1723.75,1722.75,1723.0,825,2009-09-28
2009-09-28 14:13:34,1723.25,1724.25,1723.0,1724.25,721,2009-09-28
2009-09-28 14:16:28,1724.0,1724.5,1723.5,1723.75,1091,2009-09-28
2009-09-28 14:19:24,1723.75,1725.5,1723.5,1725.0,896,2009-09-28
2009-09-28 14:23:55,1725.25,1725.75,1724.5,1725.5,1123,2009-09-28
2009-09-28 14:26:40,1725.5,1725.75,1724.0,1724.5,1026,2009-09-28
2009-09-28 14:28:49,1724.75,1726.75,1724.5,1725.75,949,2009-09-28
2009-09-28 14:32:19,1725.75,1726.0,1724.25,1724.25,1275,2009-09-28
2009-09-28 14:35:46,1724.25,1725.25,1724.0,1724.0,804,2009-09-28
2009-09-28 14:37:23,1724.0,1725.0,1723.25,1724.5,1316,2009-09-28
2009-09-28 14:39:59,1724.5,1724.75,1723.25,1724.5,909,2009-09-28
2009-09-28 14:43:51,1724.75,1726.5,1724.75,1726.25,1236,2009-09-28
2009-09-28 14:46:54,1726.5,1726.75,1724.75,1725.25,1175,2009-09-28
2009-09-28 14:51:54,1725.25,1726.0,1724.75,1725.75,963,2009-09-28
2009-09-28 14:56:38,1725.75,1725.75,1724.5,1725.25,769,2009-09-28
2009-09-28 14:59:20,1725.25,1725.75,1724.0,1724.25,1062,2009-09-28
2009-09-28 15:01:45,1724.25,1724.25,1722.25,1722.75,1094,2009-09-28
2009-09-28 15:03:40,1722.75,1723.75,1722.25,1723.5,1036,2009-09-28
2009-09-28 15:08:35,1723.5,1724.0,1723.0,1723.75,1196,2009-09-28
2009-09-28 15:12:31,1723.75,1725.0,1723.5,1724.25,1211,2009-09-28
2009-09-28 15:16:13,1724.25,1724.25,1722.25,1722.75,1010,2009-09-28
2009-09-28 15:18:51,1722.75,1723.75,1722.5,1723.75,911,2009-09-28
2009-09-28 15:21:20,1723.75,1725.25,1723.75,1725.25,858,2009-09-28
2009-09-28 15:24:31,1725.25,1726.25,1725.0,1725.0,986,2009-09-28
2009-09-28 15:28:00,1725.0,1725.75,1724.25,1724.75,972,2009-09-28
2009-09-28 15:31:29,1724.75,1725.0,1723.0,1723.25,563,2009-09-28
2009-09-28 15:35:02,1723.25,1724.5,1723.25,1724.5,795,2009-09-28
2009-09-28 15:37:53,1724.5,1724.5,1723.0,1723.25,942,2009-09-28
2009-09-28 15:42:44,1723.25,1723.5,1723.0,1723.25,667,2009-09-28
2009-09-28 15:44:28,1723.25,1724.0,1722.5,1723.0,1065,2009-09-28
2009-09-28 15:46:05,1723.0,1723.5,1721.5,1721.5,1232,2009-09-28
2009-09-28 15:47:27,1721.5,1722.25,1720.75,1720.75,1039,2009-09-28
2009-09-28 15:49:26,1720.75,1721.75,1720.75,1720.75,1221,2009-09-28
2009-09-28 15:50:30,1720.5,1720.75,1719.25,1719.75,1251,2009-09-28
2009-09-28 15:52:00,1719.5,1721.0,1719.5,1720.75,1210,2009-09-28
2009-09-28 15:53:25,1720.75,1721.75,1720.25,1721.75,1708,2009-09-28
2009-09-28 15:55:12,1721.75,1722.0,1721.0,1721.25,974,2009-09-28
2009-09-28 15:55:59,1721.25,1721.25,1720.0,1720.0,1208,2009-09-28
2009-09-28 15:57:21,1720.0,1720.5,1719.75,1720.25,1614,2009-09-28
2009-09-28 15:58:02,1720.25,1721.25,1720.0,1721.25,1541,2009-09-28
2009-09-28 15:58:41,1721.25,1722.0,1721.25,1722.0,1451,2009-09-28
2009-09-28 15:59:27,1722.0,1723.0,1721.75,1722.75,1757,2009-09-28
2009-09-28 16:00:00,1722.75,1723.5,1722.25,1722.5,2207,2009-09-28
2009-09-28 16:00:49,1722.5,1722.75,1721.75,1721.75,2180,2009-09-28
2009-09-28 16:02:16,1721.75,1722.75,1721.0,1722.5,2105,2009-09-28
2009-09-28 16:04:27,1722.5,1722.5,1720.75,1721.5,1773,2009-09-28
2009-09-28 16:07:19,1721.5,1722.25,1721.0,1721.75,1883,2009-09-28
2009-09-28 16:08:36,1722.0,1723.5,1721.75,1723.25,1108,2009-09-28
2009-09-28 16:10:15,1723.25,1724.25,1722.5,1722.5,1612,2009-09-28
2009-09-28 16:11:16,1722.5,1723.25,1721.75,1722.25,2002,2009-09-28
2009-09-28 16:30:00,1722.25,1722.5,1721.25,1722.5,1870,2009-09-28
2009-09-28 18:20:34,1722.5,1724.25,1722.0,1722.75,1075,2009-09-28
2009-09-28 20:19:24,1722.5,1724.75,1722.0,1722.5,650,2009-09-28
2009-09-28 21:09:39,1722.5,1723.0,1720.25,1721.5,610,2009-09-28
2009-09-28 22:24:14,1721.5,1723.5,1721.0,1723.0,463,2009-09-28
2009-09-28 23:49:05,1723.0,1723.5,1720.5,1721.0,574,2009-09-28
2009-09-28 23:59:28,1721.0,1722.0,1721.0,1722.0,51,2009-09-28
2009-09-29 01:24:27,1722.0,1723.25,1721.75,1723.0,530,2009-09-29
2009-09-29 02:16:24,1723.0,1723.25,1721.0,1721.25,564,2009-09-29
2009-09-29 02:42:48,1721.25,1722.5,1720.5,1721.75,605,2009-09-29
2009-09-29 03:05:47,1721.5,1723.75,1721.25,1721.5,860,2009-09-29
2009-09-29 03:19:57,1721.25,1722.75,1719.5,1720.0,695,2009-09-29
2009-09-29 03:31:18,1719.75,1720.5,1719.25,1720.0,578,2009-09-29
2009-09-29 03:43:36,1720.0,1720.5,1718.25,1719.0,618,2009-09-29
2009-09-29 04:03:41,1719.0,1720.75,1717.5,1717.75,620,2009-09-29
2009-09-29 04:27:33,1717.75,1719.75,1717.5,1719.75,594,2009-09-29
2009-09-29 04:42:29,1719.75,1719.75,1716.75,1717.5,780,2009-09-29
2009-09-29 05:00:38,1717.5,1717.5,1716.75,1717.5,659,2009-09-29
2009-09-29 05:25:24,1717.5,1717.5,1715.25,1715.75,734,2009-09-29
2009-09-29 05:58:24,1715.75,1716.75,1715.25,1716.75,997,2009-09-29
2009-09-29 06:27:39,1716.5,1718.25,1714.0,1714.0,719,2009-09-29
2009-09-29 06:59:50,1714.0,1716.5,1714.0,1716.0,515,2009-09-29
2009-09-29 07:32:50,1716.25,1718.25,1715.25,1718.25,540,2009-09-29
2009-09-29 07:55:56,1718.25,1719.0,1716.5,1717.5,642,2009-09-29
2009-09-29 08:08:16,1717.5,1717.5,1715.0,1716.0,727,2009-09-29
2009-09-29 08:18:55,1716.0,1718.5,1716.0,1718.25,560,2009-09-29
2009-09-29 08:23:43,1718.25,1719.25,1718.0,1719.0,684,2009-09-29
2009-09-29 08:36:59,1719.0,1719.5,1718.25,1719.25,705,2009-09-29
2009-09-29 08:54:14,1719.25,1719.5,1718.5,1719.0,952,2009-09-29
2009-09-29 09:01:04,1719.25,1721.0,1718.75,1721.0,1037,2009-09-29
2009-09-29 09:05:12,1721.0,1722.75,1720.0,1720.0,878,2009-09-29
2009-09-29 09:12:06,1719.75,1722.75,1719.75,1722.5,868,2009-09-29
2009-09-29 09:15:20,1722.5,1725.0,1722.25,1723.75,1051,2009-09-29
2009-09-29 09:22:25,1723.75,1724.0,1722.25,1722.5,642,2009-09-29
2009-09-29 09:27:45,1722.5,1723.5,1722.0,1723.25,710,2009-09-29
2009-09-29 09:30:00,1723.25,1723.5,1721.0,1721.5,1182,2009-09-29
2009-09-29 09:30:07,1721.25,1722.0,1720.0,1721.5,992,2009-09-29
2009-09-29 09:30:45,1721.5,1723.25,1721.5,1722.5,1524,2009-09-29
2009-09-29 09:31:22,1722.5,1723.0,1721.5,1721.75,1241,2009-09-29
2009-09-29 09:32:05,1721.75,1722.0,1720.25,1721.25,931,2009-09-29
2009-09-29 09:32:57,1721.5,1722.25,1720.25,1722.25,986,2009-09-29
2009-09-29 09:33:43,1722.25,1724.0,1722.0,1724.0,1524,2009-09-29
2009-09-29 09:34:41,1724.0,1724.75,1723.25,1723.5,1062,2009-09-29
2009-09-29 09:35:24,1723.5,1725.25,1722.25,1725.25,1148,2009-09-29
2009-09-29 09:36:02,1725.25,1726.0,1724.75,1726.0,1111,2009-09-29
2009-09-29 09:36:51,1726.0,1726.25,1725.0,1726.0,1117,2009-09-29
2009-09-29 09:37:38,1726.0,1726.5,1723.5,1723.75,1097,2009-09-29
2009-09-29 09:38:46,1723.75,1725.5,1723.75,1724.0,1167,2009-09-29
2009-09-29 09:40:14,1724.0,1725.25,1722.5,1725.25,1059,2009-09-29
2009-09-29 09:41:14,1725.25,1726.75,1724.75,1726.75,989,2009-09-29
2009-09-29 09:41:51,1726.75,1727.25,1726.0,1726.25,879,2009-09-29
2009-09-29 09:42:22,1726.25,1726.5,1724.75,1725.0,934,2009-09-29
2009-09-29 09:43:40,1725.0,1727.5,1724.75,1727.25,930,2009-09-29
2009-09-29 09:44:04,1727.25,1727.75,1725.0,1726.0,1129,2009-09-29
2009-09-29 09:44:24,1726.25,1726.75,1725.0,1725.25,855,2009-09-29
2009-09-29 09:45:02,1725.25,1726.25,1725.0,1725.75,893,2009-09-29
2009-09-29 09:45:55,1725.75,1725.75,1724.25,1725.25,962,2009-09-29
2009-09-29 09:48:06,1725.0,1725.75,1723.5,1723.75,1107,2009-09-29
2009-09-29 09:49:13,1723.75,1723.75,1722.25,1723.25,1047,2009-09-29
2009-09-29 09:50:24,1723.0,1723.5,1721.25,1722.75,1334,2009-09-29
2009-09-29 09:51:31,1722.75,1725.5,1722.25,1725.5,1158,2009-09-29
2009-09-29 09:52:34,1725.25,1726.0,1724.25,1724.75,1005,2009-09-29
2009-09-29 09:53:48,1724.75,1724.75,1722.5,1723.25,983,2009-09-29
2009-09-29 09:55:07,1723.25,1724.5,1722.5,1723.25,1128,2009-09-29
2009-09-29 09:56:32,1723.25,1726.25,1723.25,1725.5,770,2009-09-29
2009-09-29 09:56:45,1725.5,1728.75,1725.5,1728.75,733,2009-09-29
2009-09-29 09:57:21,1728.75,1729.75,1728.25,1729.0,725,2009-09-29
2009-09-29 09:57:35,1729.0,1730.75,1729.0,1730.5,774,2009-09-29
2009-09-29 09:58:42,1730.75,1730.75,1728.25,1729.0,1047,2009-09-29
2009-09-29 09:59:18,1729.0,1730.75,1728.0,1728.75,939,2009-09-29
2009-09-29 09:59:58,1728.75,1729.75,1728.0,1728.5,942,2009-09-29
2009-09-29 10:00:02,1728.25,1728.25,1723.5,1724.25,871,2009-09-29
2009-09-29 10:00:11,1724.25,1724.5,1722.5,1723.5,895,2009-09-29
2009-09-29 10:00:30,1723.25,1724.25,1721.0,1721.5,759,2009-09-29
2009-09-29 10:00:36,1721.5,1721.5,1718.0,1718.75,1317,2009-09-29
2009-09-29 10:00:43,1718.75,1719.0,1716.25,1716.5,789,2009-09-29
2009-09-29 10:00:49,1716.5,1717.75,1715.25,1715.75,777,2009-09-29
2009-09-29 10:01:00,1715.75,1717.0,1714.75,1716.75,857,2009-09-29
2009-09-29 10:01:11,1716.75,1717.0,1715.75,1716.25,715,2009-09-29
2009-09-29 10:01:27,1716.25,1716.25,1715.0,1716.0,920,2009-09-29
2009-09-29 10:01:43,1716.0,1716.5,1713.5,1713.5,1045,2009-09-29
2009-09-29 10:02:08,1713.5,1716.25,1713.5,1716.25,897,2009-09-29
2009-09-29 10:02:22,1716.25,1716.25,1712.75,1712.75,1092,2009-09-29
2009-09-29 10:02:38,1712.75,1714.0,1712.25,1713.5,999,2009-09-29
2009-09-29 10:02:54,1713.5,1713.75,1711.25,1711.75,999,2009-09-29
2009-09-29 10:03:22,1711.75,1713.5,1711.0,1713.25,1238,2009-09-29
2009-09-29 10:03:47,1713.0,1713.75,1712.5,1713.5,975,2009-09-29
2009-09-29 10:04:23,1713.5,1717.25,1713.25,1717.25,912,2009-09-29
2009-09-29 10:04:50,1717.0,1718.25,1716.5,1717.0,1439,2009-09-29
2009-09-29 10:05:45,1717.0,1718.25,1716.25,1716.5,1064,2009-09-29
2009-09-29 10:06:18,1716.5,1718.0,1715.5,1717.5,806,2009-09-29
2009-09-29 10:07:11,1717.5,1718.0,1716.0,1717.0,868,2009-09-29
2009-09-29 10:07:46,1717.0,1717.0,1715.5,1716.25,902,2009-09-29
2009-09-29 10:08:54,1716.5,1720.0,1716.25,1719.75,817,2009-09-29
2009-09-29 10:09:38,1719.75,1719.75,1718.25,1718.5,1047,2009-09-29
2009-09-29 10:10:25,1718.5,1720.0,1717.5,1718.25,1090,2009-09-29
2009-09-29 10:10:55,1718.25,1718.5,1717.0,1718.25,936,2009-09-29
2009-09-29 10:11:54,1718.25,1719.75,1718.0,1718.75,801,2009-09-29
2009-09-29 10:12:44,1718.75,1721.5,1718.75,1721.5,1595,2009-09-29
2009-09-29 10:13:34,1721.5,1721.75,1720.0,1721.25,919,2009-09-29
2009-09-29 10:14:34,1721.25,1722.75,1720.5,1721.0,1137,2009-09-29
2009-09-29 10:16:32,1721.0,1721.75,1720.0,1721.0,936,2009-09-29
2009-09-29 10:17:36,1721.0,1721.25,1719.5,1720.0,1409,2009-09-29
2009-09-29 10:18:01,1720.25,1720.5,1718.5,1719.25,1041,2009-09-29
2009-09-29 10:19:39,1719.25,1720.0,1718.0,1720.0,926,2009-09-29
2009-09-29 10:21:04,1720.0,1720.25,1717.75,1719.0,1068,2009-09-29
2009-09-29 10:21:40,1719.0,1719.25,1716.5,1717.75,1021,2009-09-29
2009-09-29 10:23:10,1717.75,1719.25,1716.5,1719.0,990,2009-09-29
2009-09-29 10:25:09,1719.0,1719.75,1716.75,1717.75,1061,2009-09-29
